title,author,isbn,origen
Introduction to applied nonlinear dynamical systems and chaos.,"Wiggins, Stephen",9783540970033.0,koha
Image processing in radiology.,"Neri, E.",9783642065286.0,koha_consulta
Optimización de clustering en minería de datos :,"Bolívar Muñoz, Juan Alberto",9783659023538.0,koha_consulta
Data warehouse systems :,"Vaisman, Alejandro",9783662651667.0,koha_consulta
Electrical engineering handbook /,"Gill, Reginald",9783800910762.0,koha
Soft magnetic materials :,"Boll, Richard",9783800912728.0,koha
Basic electrical theory and practice.,"Müller-Schwarz, Wolfgang",9783800913190.0,koha
Electrical feed drives for machine tools.,"Gross, Hans",9783800913381.0,koha
The Siemens Company :,"Weiher, Sigfrid von",9783800913909.0,koha_consulta
Manual de baja tensión :,"Schmelcher, Theodor",9783800913978.0,koha_consulta
Manual de baja tensión :,"Schmelcher, Theodor",9783800913978.0,koha
Converter engineering :,"Möltgen, Gottfried",9783800914043.0,koha
Computer tomography: :,"Alexander, Joachim",9783800914531.0,koha_consulta
Computer tomography: :,"Alexander, Joachim",9783800914531.0,koha
Convertidores estáticos :,"Möltgen, Gottfried",9783800914647.0,koha
Introducción al control electrónico.,"Fröhr, Friedrich",9783800914654.0,koha
Instalaciones eléctricas :,"Seip, Günter G.",9783800915446.0,koha_consulta
Instalaciones eléctricas :,"Seip, Günter G.",9783800915446.0,koha
Imaging systems for medical diagnostics :,"Krestel, Erich",9783800915644.0,koha
Imaging systems for medical diagnostics :,"Krestel, Erich",9783800915644.0,koha_consulta
Voces y voceros de la megalópolis,Anadeli Bencomo,9783865278036.0,bidi
Subalternidad y representación,John Beverley,9783865278111.0,bidi
El salto de Minerva,Mabel Moraña,9783865278135.0,bidi
Discursos sobre (l)a pobreza,Martin Lienhard,9783865278166.0,bidi
Entre hombres: masculinidades del siglo XIX en América Latina,Ana Peluffo,9783865278265.0,bidi
"Expulsados, desterrados, desplazados",Martin Lienhard,9783865278302.0,bidi
Transistoren 3 :,"Fischer, Michael",9783881090308.0,koha
Lin 1 :,"Gabner, E.",9783881090360.0,koha_consulta
Lin 2 :,"Gabner, E.",9783881090391.0,koha_consulta
Bioresonance therapy :,"Will, Reinhold D.",9783896981141.0,koha
F.E.S.S. endoscopic diagnosis and surgery of the paranasal sinuses and anterior skull base.,"Stammberger, Heinz",9783897560147.0,koha_consulta
F.E.S.S. the endoscopic approach to frontal recess and sinuses :,"Stammberger, Heinz",9783897560413.0,koha
"Carbon dioxide laser surgery in otorhinolaryngology, head and neck surgery.","Rudert, Heinrich",9783897560482.0,koha
"Lasers in otorhinolaringology, head and neck surgery.","Steiner, Wolfgang",9783897560543.0,koha
"Transparency, form and function :","Hasler, Ludwig",9783905409109.0,koha
Discursos coloniales: texto y poder en la América hispana,Pilar Latasa,9783954871155.0,bidi
Imágenes de la tecnología y la globalización en las narrativas,Jesús Montoya Juárez,9783954871940.0,bidi
Movilizando etnicidad,Eric Javier Bejarano,9783954872220.0,bidi
Dinámicas de inclusión y exclusión en América Latina,Barbara Potthast,9783954872442.0,bidi
"Sujeto, decolonización, transmodernidad",Mabel Moraña,9783954877003.0,bidi
7 mejores cuentos de Marqués de Sade,Marqués de Sade,9783968589503.0,bidi
Gerencia y administración estratégica de la atención médica.,"Fajardo Ortiz, Guillermo",9786070263545.0,koha_consulta
Tendencias multidisciplinarias del uso de los metadatos,Ariel Alejandro Rodríguez García,9786070299667.0,bidi
Teoría de la educación,David A. Turner,9786070307287.0,bidi
Teoría y práctica de la educación,David A. Turner,9786070307362.0,bidi
Género y feminismo,Marcela Lagarde y de los Ríos,9786070309632.0,bidi
Educar a través de la virtualidad en tiempos de contigencia,Leticia Rodriguez Segura,9786070311956.0,bidi
Cálculo :,"Anton, Howard",9786070500794.0,koha_consulta
Cálculo multivariable.,"Anton, Howard",9786070501197.0,koha_consulta
Cálculo multivariable.,"Anton, Howard",9786070501197.0,koha
Ecuaciones diferenciales y problemas con valores en la frontera.,"Boyce, William E.",9786070501517.0,koha
Ecuaciones diferenciales.,"Boyce, William E.",9786070501616.0,koha
Ecuaciones diferenciales.,"Boyce, William E.",9786070501616.0,koha_consulta
Guía de proyectos de inversión :,"Sosa Pulido, Demetrio",9786070502408.0,koha_consulta
Guía de proyectos de inversión :,"Sosa Pulido, Demetrio",9786070502408.0,koha
"Padre Rico, Padre Pobre (Ed. 25 aniv)",Robert T. Kiyosaki,9786071113177.0,bidi
Universidad 2.0,Rafael Rangel Sostmann,9786071134288.0,bidi
Evaluación de proyectos.,"Baca Urbina, Gabriel",9786071502605.0,koha
Mecánica vectorial para ingenieros :,"Beer, Ferdinand P.",9786071502773.0,koha
Ingeniería del software :,"Pressman, Roger S.",9786071503145.0,koha_consulta
Ingeniería del software :,"Pressman, Roger S.",9786071503145.0,koha
Macroeconomía :,"Samuelson, Paul A.",9786071503343.0,koha
Microeconomía :,"Samuelson, Paul A.",9786071503350.0,koha_consulta
Cálculo de varias variables.,"Zill, Dennis G.",9786071505002.0,koha_consulta
Transferencia de calor y masa :,"Çengel, Yunus A.",9786071505408.0,koha_consulta
Transferencia de calor y masa :,"Çengel, Yunus A.",9786071505408.0,koha
Microeconomía :,"Mochón Morcillo, Francisco",9786071505590.0,koha
Máquinas eléctricas /,"Chapman, Stephen J.",9786071507242.0,koha_consulta
Análisis y diseño de sistemas de control digital.,"Fernández del Busto y Ezeta, Ricardo",9786071507730.0,koha
Harper Bioquímica ilustrada.,"Kennelly, Peter J.",9786071509147.0,koha
Introducción a los procesos de manufactura /,"Groover, Mikell P.",9786071512086.0,koha_consulta
"Programación en C, C++, Java y UML.","Joyanes Aguilar, Luis",9786071512123.0,koha
Termodinámica :,"Çengel, Yunus A.",9786071512819.0,koha
Termodinámica.,"Çengel, Yunus A.",9786071512819.0,koha
Métodos numéricos para ingenieros / ,"Chapra, Steven C., ",9786071512949.0,koha_consulta
Métodos numéricos para ingenieros / ,"Chapra, Steven C., ",9786071512949.0,koha
Química /,"Chang, Raymond",9786071513939.0,koha_consulta
Química /,"Chang, Raymond",9786071513939.0,koha
Estampas de Liliput. Bosquejos para una sociología de México,Fernando Escalante Gonzalbo,9786071602688.0,bidi
Utopías del Renacimiento,Tomás Moro,9786071602718.0,bidi
Teoría de la clase ociosa,Thorstein Veblen,9786071602725.0,bidi
Teoría de los sentimientos morales,Adam Smith,9786071602732.0,bidi
Diálogos sobre religión natural,David hume,9786071602947.0,bidi
Ensayo sobre el origen de las lenguas,Jean-Jacques Rousseau,9786071603012.0,bidi
José Clemente Orozco: una vida para el arte. Breve historia documental,Raquel Tibol,9786071603043.0,bidi
Las grandes lluvias,Eraclio Zepeda,9786071603050.0,bidi
El láser,Vicente Aboites,9786071603135.0,bidi
A propósito de Galileo,José Altshuler,9786071603166.0,bidi
Para atrapar un fotón,L. Virgilio Beltrán,9786071603203.0,bidi
Melatonina. Un destello de vida en la oscuridad,Gloria Benitez-King,9786071603210.0,bidi
La mirada de Galileo,Susana Biro,9786071603227.0,bidi
Para calcular el Universo. Las computadoras y la astronomía,Susana Biro,9786071603234.0,bidi
"La vida, el tiempo y  la muerte",Marcelino Cereijido,9786071603241.0,bidi
A la hora de comer ¿qué nos preocupa?,Carlos A. Blanco,9786071603265.0,bidi
Cultivos transgénicos para la agricultura latinoamericana,Carlos A. Blanco,9786071603272.0,bidi
¿En qué espacio vivimos?,Javier Bracho,9786071603319.0,bidi
Una faceta desconocida de Einstein,Eliezer Braun,9786071603357.0,bidi
Del Sol a los confines del Sistema solar,Esperanza Carrasco Licea,9786071603371.0,bidi
Cien años en la vida de la luz,Luis de la Peña,9786071603425.0,bidi
Albert Einstein: navegante solitario,Luis de la Peña,9786071603432.0,bidi
De la alquimia a la química,Teresa de la Selva,9786071603449.0,bidi
"Más allá de la herrumbre, III. Corrosión y medio ambiente",Joan Genescá Llongueras,9786071603531.0,bidi
El agua,Manuel Guerrero,9786071603548.0,bidi
El descubrimiento del Universo,"Hacyan, Shahen",9786071603555.0,bidi
Relatividad para principiantes,Shahen Hacyan,9786071603579.0,bidi
Información y telecomunicaciones,Federico Kuhlmann; Antonio Alonso Choncheiro,9786071603593.0,bidi
La morada cósmica del hombre. Ideas e investigaciones sobre el lugar de la Tierra en el Universo,Marco Arturo Moreno Corral,9786071603647.0,bidi
Odisea 1874 o el primer viaje internacional de científicos mexicanos,Marco Arturo Moreno Corral,9786071603654.0,bidi
El Sol y la Tierra. Una relación tormentosa,Javier Otaola,9786071603685.0,bidi
¿Existe el método científico?. Historia y realidad,Ruy Pérez Tamayo,9786071603739.0,bidi
De la magia primitiva a la medicina moderna,Ruy Pérez Tamayo,9786071603753.0,bidi
Microbios y enfermedades,Ruy Pérez Tamayo,9786071603760.0,bidi
La física en la medicina,María Cristina Piña Barba,9786071603784.0,bidi
"Química, Universo, Tierra y vida",Alfonso Romo de Vivar,9786071603838.0,bidi
Usos y abusos de las gasolinas,Isaac Schifter,9786071603883.0,bidi
La administración pública a través de las ciencias sociales,Omar Guerrero,9786071604248.0,bidi
"Teatro completo, I",Vicente Leñero,9786071604668.0,bidi
El pueblo,Jules Michelet,9786071604705.0,bidi
Areopagítica. Un discurso por la libertad de imprenta dedicado al Parlamento de Inglaterra,John Milton,9786071604712.0,bidi
Einstein. Notas de lectura,Alfonso Reyes,9786071604736.0,bidi
Patrimonio cultural. Integración y desarrollo en América Latina,Gonzalo Castellanos V.,9786071604897.0,bidi
Mujer que sabe latín…,Rosario Castellanos,9786071604910.0,bidi
La historia como hazaña de la libertad,Benedetto Croce,9786071604958.0,bidi
Física y metafísica del espacio y el tiempo. La filosofía en el laboratorio,Shahen Hacyan,9786071605016.0,bidi
Ideología y utopía. Introducción a la sociología del conocimiento,Karl Mannheim,9786071605030.0,bidi
La idiotez de lo perfecto. Miradas a la política,Jesús Silva-Herzog Márquez,9786071605115.0,bidi
De los delitos y de las penas,César Beccaria,9786071606006.0,bidi
El mundo de los Césares,Theodor Mommsen,9786071606594.0,bidi
Puro teatro,Sabina Berman,9786071606624.0,bidi
Principios de administración pública,Charles-Jean Bonnin,9786071606655.0,bidi
D.F. 52 obras en un acto,Emilio Carballido,9786071607089.0,bidi
"Teatro completo, II",Vicente Leñero,9786071607102.0,bidi
Déjenlos leer. Los niños y las bibliotecas,Geneviève Patte,9786071607133.0,bidi
"Artaud, todavía",Fabienne Bradu,9786071607591.0,bidi
El primer Fausto - Todavía más allá del otro océano,Fernando Pessoa,9786071607751.0,bidi
El éxito a través del fracaso. La paradoja del diseño,Henry Petroski,9786071608024.0,bidi
El heliocentrismo en el mundo de habla española,Antonio Alatorre Chávez,9786071608048.0,bidi
La filosofía como una disciplina humanística,Bernard Williams,9786071608055.0,bidi
Terremotos,Alejandro Nava,9786071608208.0,bidi
Filosofía de la liberación,Enrique Dussel,9786071608222.0,bidi
El protestantismo y el mundo moderno,Ernst Troeltsch,9786071608406.0,bidi
Fusión nuclear por medio de láser,Vicente Aboites,9786071608833.0,bidi
Historia natural y moral de las Indias. En que se tratan de las cosas notables del cielo - elementos - metales - plantas y animales dellas y los ritos - y ceremonias - leyes y gobierno de los indios,Joseph de Acosta,9786071608840.0,bidi
Wagner y la filosofía,Bryan Magee,9786071608994.0,bidi
El dios de los brujos,Margaret A. Murray,9786071609007.0,bidi
El romanticismo social,Roger Picard,9786071609021.0,bidi
Teoría de la justicia,John Rawls,9786071609038.0,bidi
Psique. La idea del alma y la inmortalidad entre los griegos,Erwin Rohde,9786071609083.0,bidi
Ensayos y perfiles,Marcel Schwob,9786071609106.0,bidi
El Antiguo régimen y la Revolución,Alexis de Tocqueville,9786071609113.0,bidi
Principios de una ciencia nueva. En torno a la naturaleza común de las naciones,Giambattista Vico,9786071609120.0,bidi
Cuentos completos,Inés Arredondo,9786071609229.0,bidi
Discurso acerca de las pasiones del amor y otros opúsculos,Blaise Pascal,9786071609236.0,bidi
Mito y archivo. Una teoría de la narrativa latinoamericana,Roberto González Echevarría,9786071609267.0,bidi
Cartilla política,Manuel Eduardo de Gorostiza,9786071609274.0,bidi
Sociología del Renacimiento,Alfred von Martín,9786071609601.0,bidi
Visión de la conquista,Fernando de Alva Ixtlilxochitl,9786071609922.0,bidi
"La ciencia nuestra de cada día, II",Francisco Rebolledo  ,9786071609939.0,bidi
Historia económica general,Max Weber,9786071609953.0,bidi
Estudio del hombre,Ralph Linton,9786071609960.0,bidi
La sombra del futuro. Reflexiones sobre la transición mexicana,Roger Bartra,9786071610249.0,bidi
Bestiario de Indias,Gonzalo Fernández de Oviedo,9786071610270.0,bidi
Obra completa,Julio Torri,9786071610386.0,bidi
Cuentos reunidos,Beatriz Espejo,9786071610478.0,bidi
Ensayos sobre economía mexicana,David Ibarra,9786071610508.0,bidi
Los hijos de Sánchez. Autobiografía de una familia mexicana,Oscar Lewis,9786071610515.0,bidi
Ensayos,Inés Arredondo,9786071610805.0,bidi
Teoría del derecho,Edgar Bodenheimer,9786071611123.0,bidi
Las ciencias de la cultura,Ernst Cassirer,9786071611130.0,bidi
Heidegger,George Steiner,9786071611222.0,bidi
"Obras completas, I. Lírica personal",Sor Juana Inés de la Cruz,9786071611468.0,bidi
El ascenso del sector público. El crecimiento económico y el gesto social: del siglo XVIII al presente,Peter H. Lindert,9786071611482.0,bidi
La ética protestante y el espíritu del capitalismo,Max Weber,9786071611505.0,bidi
Los presocráticos,Juan David García Bacca,9786071611536.0,bidi
La mutación religiosa en América Latina. Para una sociología del cambio social en la modernidad periférica,Jean Pierre Bastian,9786071611543.0,bidi
La modernidad religiosa. Europa latina y América latina en perspectiva comparada,Jean Pierre Bastian,9786071611567.0,bidi
Villancicos. Lírica coral,Sor Juana Inés de la Cruz,9786071611611.0,bidi
Melatonina. Un destello de vida en la oscuridad,Gloria Benitez-King,9786071611635.0,bidi
"Obras reunidas, I. Novelas. Balún-Canán / Oficio de tinieblas",Rosario Castellanos,9786071611727.0,bidi
"Obras reunidas, II. Cuentos",Rosario Castellanos,9786071611734.0,bidi
El estrés. Qué es y cómo evitarlo,Alberto Orlandini,9786071611772.0,bidi
"Ovnis y viajes interestelares, ¿realidad o fantasía?",Shahen Hacyan,9786071611796.0,bidi
Esta vez es distinto. Ocho siglos de necedad financiera,Carmen M. Reinhart,9786071612298.0,bidi
Vida de consumo,Zygmunt Bauman,9786071612458.0,bidi
Cronistas de las culturas precolombinas,Luis Nicolau d’Olwer,9786071612489.0,bidi
Arte y poesía,Martin Heidegger,9786071612533.0,bidi
Surgimiento y auge del neokantismo. La filosofía universitaria alemana entre el idealismo y el positivismo,Klaus Christian Köhnke,9786071612540.0,bidi
Obra filosófica reunida. Tomo I (1867-1893),Charles Sanders Peirce,9786071612571.0,bidi
Obra filosófica reunida. Tomo II (1893-1913),Charles Sanders Peirce,9786071612588.0,bidi
Vivir del teatro,Vicente Leñero,9786071612601.0,bidi
"Puntos de referencia, 1996-2003",Enrique González,9786071612748.0,bidi
Gestión estratégica para el sector público. Del pensamiento estratégico al cambio organizacional,David Arellano,9786071612878.0,bidi
"Cosmologías de India. Védica, samkhya y budista",Juan Arnau,9786071612885.0,bidi
Aventuras de un duende en el mundo de las matemáticas,Carlos Prieto de Castro,9786071612984.0,bidi
Desde Washington,Pedro Henríquez Ureña,9786071613073.0,bidi
"Ausentes del universo. Reflexiones sobre el pensamiento político hispanoamericano en la era de la reconstrucción nacional, 1821-1850",José Antonio Aguilar Rivera,9786071613325.0,bidi
Apuntes constitucionales. Temas destacados de la parte orgánica de la Constitución y de nuestro derecho administrativo,Juan de Dios Castro,9786071613332.0,bidi
"Obras reunidas, I",Ivan Illich,9786071613523.0,bidi
"Obras reunidas, II",Ivan Illich,9786071613530.0,bidi
Protestantismos y modernidad latinoamericana. Historia de unas minorías religiosas activas en América Latina,Jean Pierre Bastian,9786071613578.0,bidi
Los 1001 años de la lengua española,Antonio Alatorre Chávez,9786071613615.0,bidi
Primero sueño y otros escritos,Sor Juana Inés de la Cruz,9786071613622.0,bidi
Tiburones. Supervivientes en el tiempo,Mario Jaime,9786071613684.0,bidi
Los materiales nanoestructurados. Sus propiedades y aplicaciones en la revolución científica y tecnológica del siglo XXI,José Luis Morán Lopez,9786071613714.0,bidi
Las aventuras de un violonchelo. Historias y memorias,Carlos Prieto,9786071613738.0,bidi
Ecología y evolución de las interacciones bióticas,Ek del Val,9786071613769.0,bidi
Filosofía del entendimiento,Andrés Bello,9786071613783.0,bidi
Retórica cristiana,fray Diego Valadés,9786071613844.0,bidi
Las artes de la ciudad: Ensayos sobre la cultura visual de la capital,Rubén Gallo,9786071613981.0,bidi
"El IMSS en el Sistema Nacional de Salud. Situación actual, retos y propuestas de política",Javier Dávila Torres,9786071613998.0,bidi
Las Revoluciones de 1848. Selección de artículos de la Nueva Gaceta Renana,Carlos Marx,9786071614001.0,bidi
La evolución química del universo,Manuel Peimbert,9786071614018.0,bidi
El Dao en disputa. La argumentación filosófica en la China antigua,Augus Charles Graham,9786071614025.0,bidi
Enfriamiento de átomos por láser,Vicente Aboites,9786071614049.0,bidi
Juan Pérez Jolote. Biografía de un tzotzil,Ricardo Pozas,9786071614131.0,bidi
A tiempo y destiempo. Antología de ensayos,Adolfo Sánchez Vázquez,9786071614148.0,bidi
Las formas elementales de la vida religiosa. El sistema totémico en Australia (y otros escritos sobre religión y conocimiento),Émile Durkheim,9786071614421.0,bidi
Obras I. Estado y derecho,Norbert Lechner,9786071614469.0,bidi
América en el pensamiento de Alfonso Reyes,Alfonso Reyes,9786071614513.0,bidi
"El libro y sus orillas_ Tipografía, originales, redacción, corrección de estilo y de pruebas",Roberto Zavala Ruiz,9786071614544.0,bidi
El capital de Marx,Ben Fine,9786071614551.0,bidi
"El Círculo de Viena. Empirismo lógico, ciencia, cultura y política",Friedrich Stadler,9786071614575.0,bidi
Léxico de afinidades,Ida Vitale,9786071614865.0,bidi
Territorios del terror y la otredad,Roger Bartra,9786071614889.0,bidi
Rituales literarios,Gabriel Weisz,9786071614919.0,bidi
El pensamiento moderno. Filosofía del Renacimiento,Luis Villoro,9786071614940.0,bidi
Obras IX. Literatura y fantasía,Wilhelm Dilthey,9786071615008.0,bidi
Obras III. De Leibniz a Goethe,Wilhelm Dilthey,9786071615015.0,bidi
Cuatro ensayos sobre el Quijote,Margit Frenk,9786071615589.0,bidi
"¿Qué los hace leer así?. Los niños, la lectura y las bibliotecas",Geneviève Patte,9786071615695.0,bidi
Historia de la filosofía del lenguaje,Mauricio Beuchot,9786071616111.0,bidi
La semiótica. Teorías del signo y el lenguaje en la historia,Mauricio Beuchot,9786071616128.0,bidi
Teatro breve,Pedro Calderón de la Barca,9786071616135.0,bidi
Cosas de encantamiento,Bernal Díaz del Castillo,9786071616173.0,bidi
La ola que regresa (Poesía reunida),Fabio Morábito ,9786071616241.0,bidi
Genética. La continuidad de la vida,Ana Barahona Echeverría,9786071616357.0,bidi
Sobre cultura femenina,Rosario Castellanos,9786071616364.0,bidi
El desarrollo económico de América Latina desde la Independencia,Luis Bértola,9786071616647.0,bidi
Obras II. Hombre y mundo en los siglos XVI y XVII,Wilhelm Dilthey,9786071616692.0,bidi
Entre la voz y el silencio. La lectura en tiempos de Cervantes,Margit Frenk,9786071616821.0,bidi
Poesía popular hispánica. 44 estudios,Margit Frenk,9786071616838.0,bidi
Cómo leer La Ciencia para Todos. Géneros discursivos,Margarita Alegría,9786071617309.0,bidi
La cultura en el mundo de la modernidad líquida,Zygmunt Bauman,9786071617408.0,bidi
"Cinco mil años de palabras. Comentarios sobre el origen, evolución, muerte y resurrección de algunas lenguas",Carlos Prieto,9786071617422.0,bidi
Vicente Huidobro y el cubismo,Susana Benko,9786071618788.0,bidi
Introducción a la mecánica cuántica,Luis de la Peña,9786071618795.0,bidi
De la máquina de vapor al cero absoluto. (Calor y entropía),Leopoldo García-Colín Scherer,9786071618825.0,bidi
Práctica y ética de la eutanasia,Asunción Álvarez del Rio,9786071618832.0,bidi
Tomar en serio el lenguaje,Jay D. White,9786071618986.0,bidi
El diablo y Cervantes,Ignacio Padilla,9786071619396.0,bidi
Obras VII. El mundo histórico,Wilhelm Dilthey,9786071619402.0,bidi
Veinte años del TLC. Su dimensión política y estratégica,Luis Rubio,9786071619433.0,bidi
"El Higgs, el universo líquido y el Gran Colisionador de Hadrones",Gerardo Herrera Corral,9786071619464.0,bidi
Obras VI. Psicología y teoría del conocimiento,Wilhelm Dilthey,9786071619501.0,bidi
Biblioteca Americana. Una poética de la cultura y una política de la lectura,Liliana Weinberg,9786071619532.0,bidi
Políticas sobre el cannabis,Robin Room,9786071619587.0,bidi
"Obras completas, I. Cuestiones estéticas, Capítulos de literatura mexicana, Varia",Alfonso Reyes,9786071619679.0,bidi
"Antología: prosa, teatro, poesía",Alfonso Reyes,9786071620224.0,bidi
Un humanista del siglo XX. Marcel Bataillon,Jacques Lafaye,9786071620330.0,bidi
Teoría general de la historia del arte,Jacques Thuillier,9786071620361.0,bidi
Historiadores e historiografía de la Antigüedad clásica. Dos aproximaciones,Ricardo Martínez Lacy,9786071620446.0,bidi
Introducción a la filosofía moral,James Rachels,9786071620705.0,bidi
Obras V. Hegel y el idealismo,Wilhelm Dilthey,9786071620736.0,bidi
Economía de las asociaciones público-privadas. Una guía básica,Eduardo M. Engel,9786071620750.0,bidi
"El capital: crítica de la economía política, tomo I, libro I. El proceso de producción del capital",Karl Marx,9786071620767.0,bidi
La educación errónea. Niños preescolares en peligro,David Elkind,9786071620880.0,bidi
Economía y sociedad,Max Weber,9786071620897.0,bidi
El otro Efraín. Antología prosística,Efraín Huerta ,9786071620903.0,bidi
Del hombre como conejillo de indias. El derecho a experimentar en seres humanos,Philippe Amiel,9786071620910.0,bidi
"Identidad, identificación, imagen",Jesús María Cortina Izeta,9786071620927.0,bidi
Ciencia en teatro. Cuatro obras,Carl Djerassi,9786071620934.0,bidi
Biografía del Estado moderno,Richard Howard Crossman,9786071621405.0,bidi
Psiquiatría de las adicciones. Guía para profesionales de la salud,Mario Souza y Machorro,9786071621450.0,bidi
Desarrollo económico y social en Cuba. Reformas emprendidas y retos en el siglo XXI,Jorge I. Domínguez,9786071621467.0,bidi
Economía del bien y del mal. La búsqueda del significado económico desde Gilgamesh hasta Wall Street,Tomáš Sedláček,9786071621498.0,bidi
El Dhammapada. El camino de la verdad,Alberto Blanco,9786071621863.0,bidi
"Obras II. Poesía, teatro y ensayo",Rosario Castellanos,9786071621887.0,bidi
Trayectoria de Goethe,Alfonso Reyes,9786071621924.0,bidi
El pueblo del Sol,Alfonso Caso,9786071621931.0,bidi
Obras,Gilberto Owen,9786071621962.0,bidi
Justicia para erizos,Ronald Dworkin,9786071621993.0,bidi
Quetzalcóatl. Serpiente emplumada,Román Piña Chan,9786071622242.0,bidi
La ruta de Hernán Cortés,Fernando Benítez ,9786071622525.0,bidi
Obra reunida,Nellie Campobello ,9786071622563.0,bidi
Obras reunidas II. Ensayos y prosas varias,Jorge Cuesta,9786071622662.0,bidi
Obras reunidas III. Primeros escritos. Miscelánea. Iconografía. Epistolario,Jorge Cuesta,9786071622679.0,bidi
La rama dorada. Magia y religión,Sir James George Frazer,9786071622716.0,bidi
Obras,Manuel Gutiérrez Nájera,9786071622747.0,bidi
El amor en tiempos de la contaminación,Tessy López; Aurelí Guerra,9786071622808.0,bidi
"Vida, pasión y muerte de Tenochtitlan",Eduardo Matos Moctezuma,9786071622839.0,bidi
Resistir. Insistencias sobre el presente poético,Eduardo Milán,9786071622860.0,bidi
Alfabeto del mundo,Eugenio Montejo,9786071622884.0,bidi
El estudio científico de la felicidad,Mariano Rojas,9786071622891.0,bidi
Respuestas propias. 80 años de El Trimestre,Gustavo del Ángel Mobarak,9786071622907.0,bidi
Naturaleza humana y conducta. Introducción a la psicología social,John Dewey,9786071622983.0,bidi
Historia de la literatura alemana,Rodolfo E. Modern,9786071623010.0,bidi
Crítica de la filosofía de las ciencias sociales de Max Weber,Walter Garrison Runciman,9786071623027.0,bidi
Hegel y la sociedad moderna,Charles Taylor,9786071623034.0,bidi
"Antropología del cerebro. Conciencia, cultura y libre albedrío",Roger Bartra,9786071623089.0,bidi
"La lectura, otra revolución",María Teresa Andruetto,9786071623331.0,bidi
De papel. En torno a sus dos mil años de historia,Nicholas A. Basbanes,9786071623386.0,bidi
El planisferio de Morgius Cancri. Eciclopedia universal,Ignacio Díaz de la Serna,9786071623393.0,bidi
Nuevo curso de ciencia política,Gianfranco Pasquino,9786071623621.0,bidi
Historia de las doctrinas económicas,Eric Roll,9786071623638.0,bidi
Una pedagogía de la integración. Competencias e integración de los conocimientos en la enseñanza,Xavier Roegiers,9786071623676.0,bidi
Historia de la cultura en la América hispánica,Pedro Henríquez Ureña,9786071623751.0,bidi
Las corrientes literarias en la América Hispánica,Pedro Henríquez Ureña,9786071623768.0,bidi
Psicología de la enseñanza y desarrollo de personas y comunidades,Rosario Ortega Ruiz,9786071623874.0,bidi
Teorías de la lírica,Gustavo Guerrero,9786071624260.0,bidi
Vida y muerte en el templo mayor,Eduardo Matos Moctezuma,9786071624314.0,bidi
Muerte a filo de obsidiana. Los nahuas frente a la muerte,Eduardo Matos Moctezuma,9786071624321.0,bidi
El desengaño del hombre,Santiago Felipe Puglia,9786071624369.0,bidi
"Ur, la ciudad de los caldeos",C. Leonard Woolley,9786071624376.0,bidi
Historia de la estética,Raymond Bayer,9786071624475.0,bidi
El hombre y lo sagrado ,Roger Caillois,9786071624499.0,bidi
Filosofía de las ciencias,Daniel Andler,9786071624567.0,bidi
"Obras, I. Dramaturgia y teoría escénica",Héctor Azar,9786071624598.0,bidi
"Obras, II. Dramaturgia y teoría escénica",Héctor Azar,9786071624604.0,bidi
El capital en el siglo XXI,Thomas Piketty,9786071624642.0,bidi
Los vikingos en la historia,F. Donald Logan,9786071624901.0,bidi
Libertad para el pueblo. Historia de la democracia,John Dunn,9786071624918.0,bidi
Obra literaria completa,Francisco Rojas González,9786071624925.0,bidi
La economía de la literatura,Marc Shell,9786071624970.0,bidi
"Filósofos de la paz y de la guerra. Kant, Clausewitz, Marx, Engels y Tolstoi",W. B. Gallie,9786071625014.0,bidi
Retórica de la religión. Estudios de logología,Kenneth Burke,9786071625021.0,bidi
El diablo en el agua bendita. o el arte de la calumnia de Luis XIV a Napoleón,Robert Darnton,9786071625083.0,bidi
Obras III. Democracia y utopía. La tensión permanente,Norbert Lechner,9786071625090.0,bidi
"El viajero, la torre y la larva. El lector como metáfora",Alberto Manguel,9786071625106.0,bidi
"Obras completas, III. El plano oblicuo, El cazador, El suicida, Aquellos días, Retratos reales e imaginarios",Alfonso Reyes,9786071625175.0,bidi
Ulises y las sirena. Estudios sobre racionalidad e irracionalidad,Jon Elster,9786071625212.0,bidi
Para leer a Georges Bataille,Georges Bataille,9786071625229.0,bidi
"Protestantes, liberales y francmasones. Sociedades de ideas y modernidad en América Latina siglo XIX",Jean Pierre Bastian,9786071625236.0,bidi
Obras IV. Vida y poesía,Wilhelm Dilthey,9786071625571.0,bidi
Los Contemporáneos ayer,Guillermo Sheridan  ,9786071625854.0,bidi
Los aforismos de Kafka,Werner Hoffman,9786071625861.0,bidi
Teoría literaria,Alfonso Reyes,9786071626172.0,bidi
Modernidad líquida,Zygmunt Bauman,9786071626318.0,bidi
"Dinero, lenguaje y pensamiento. La economía literaria y la filosófica, desde la Edad Media hasta la época moderna",Marc Shell,9786071626325.0,bidi
Teoría del Estado,Hermann Heller,9786071626349.0,bidi
Acercamiento a la palabra,Lorand Gaspar,9786071626363.0,bidi
Las raíces y las ramas. Fuentes y derivaciones de la Cábala hispanohebrea,Angelina Muñiz-Huberman,9786071626370.0,bidi
El método en las ciencias. Epistemología y darwinismo,Rosaura Ruiz Gutiérrez,9786071626400.0,bidi
Economía mexicana para desencantados,Manuel Sánchez González,9786071626424.0,bidi
