title,author,isbn,origen
Los mitos de la historia argentina 5,Felipe Pigna,9789504931287.0,bidi
Usar el cerebro :,"Manes, Facundo",9789504936923.0,koha
Historia de las ideas científicas :,"Moledo, Leonardo",9789504940319.0,koha_consulta
Médicos maleantes y maricas,Jorge Salessi,9789504980650.0,bidi
Circuitos.,"Sobrevila, Marcelo Antonio",9789505030866.0,koha
Máquinas.,"Sobrevila, Marcelo Antonio",9789505031085.0,koha
La profesión de ingeniero.,"Sobrevila, Marcelo Antonio",9789505031573.0,koha
Bases de inmunología.,"Nota, Nora Ruth",9789505051502.0,koha_consulta
Biofísica.,"Cicardo, Vicente H.",9789505051618.0,koha
Dibujo técnico II.,"Etchebarne, Roberto Esteban",9789505060535.0,koha_consulta
Dibujo técnico II.,"Etchebarne, Roberto Esteban",9789505060535.0,koha
Dinámicas de grupo para la comunicación.,"Pisano, Juan Carlos",9789505073603.0,koha
La evaluación como aprendizaje :,"Santos Guerra, Miguel Ángel",9789505078134.0,koha
Manual de Derecho Romano. Historia e instituciones,Luis R. Argüello,9789505081011.0,bidi
Derecho del trabajo y de la seguridad social :,"Vazquez Vialard, Antonio",9789505081080.0,koha
Derecho del trabajo y de la seguridad social :,"Vazquez Vialard, Antonio",9789505081097.0,koha
La validez del derecho,Carlos S. Nino,9789505081493.0,bidi
Derecho comercial y económico. Parte general,Raúl A. Etcheverry,9789505082049.0,bidi
Elementos de derecho civil :,"Cifuentes, Santos",9789505082469.0,koha_consulta
Elementos de derecho civil :,"Cifuentes, Santos",9789505082469.0,koha
Ética y derechos humanos,Carlos S. Nino,9789505082896.0,bidi
Evicción y vicios redhibitorios. 1,Ernesto C. Wayar,9789505082916.0,bidi
Sobre los límites del lenguaje normativo,Genaro R. Carrió,9789505083196.0,bidi
Derecho a la salud y justicia constitucional,Víctor Bazán,9789505083732.0,bidi
Retos del derecho constitucional contemporáneo,"Miguel Ayuso, Luis F. Barzotto, Vicente F. Benítez Rojas, Carlos Hakansson Nieto, Gabriel Mora Restrepo, José B. Rodríguez Iturbe, Alfonso Santiago (h.), José J. Suárez Rodríguez",9789505083763.0,bidi
Fundamentos de Derecho Constitucional,Carlos Santiago Nino,9789505083770.0,bidi
Derecho de familia,Abel M. Fleitas Ortiz de Rozas,9789505084234.0,bidi
Constitución argentina :,"Zarini, Helio Juan",9789505084500.0,koha
Constitución argentina :,"Zarini, Helio Juan",9789505084500.0,koha_consulta
Código Procesal Civil y Comercial de la Nación Tomo I,Carlos E. Fenochietto,9789505085150.0,bidi
Código Procesal Civil y Comercial de la Nación Tomo II,Carlos E. Fenochietto,9789505085168.0,bidi
Código Procesal Civil y Comercial de la Nación Tomo III,Carlos E. Fenochietto,9789505085176.0,bidi
Causalidad e imputación,Guillermo J. Fierro,9789505085781.0,bidi
Perención de la instancia en el proceso civil,Alberto L. Maurino,9789505085996.0,bidi
Investigación medicolegal de la muerte,"María del C. Almada Goyenechea, Guillermo Berman, Jorge Casas, Ricardo Chevarlzk, Jorge A. Herbstein, Oscar A. Lossetti, Marta B. Maldonado, Norma S. Pozzo, Cynthia L. Urroz, Héctor O. Vázquez Fanego",9789505086122.0,bidi
Práctica del fideicomiso,Jorge H. Lascala,9789505086160.0,bidi
La hipoteca en los concursos,Carlos A. Anta,9789505086511.0,bidi
Concursos y Quiebras,Santiago C. Fassi,9789505086520.0,bidi
Derechos del consumidor,Laura Perez Bustamante,9789505086598.0,bidi
Régimen de seguros,Jorge O. Zunino,9789505086746.0,bidi
Contratos comerciales modernos. Tomo I,Juan M. Farina,9789505086830.0,bidi
Contratos comerciales modernos. Tomo II,Juan M. Farina,9789505086849.0,bidi
Práctica del derecho societario. 2 tomos,Alberto Aramouni,9789505086894.0,bidi
Cooperativas de trabajo en la legislación concursal,Juan A. Anich,9789505086973.0,bidi
Revisión judicial de la actividad administrativa Tomo 1,Roberto E. Luqui,9789505087012.0,bidi
Revisión judicial de la actividad administrativa Tomo 2,Roberto E. Luqui,9789505087020.0,bidi
Relación de consumo y derechos del consumidor,Antonio J. Rinessi,9789505087101.0,bidi
Sociedades comerciales. 3 tomos,Alberto V. Verón,9789505087454.0,bidi
Derecho de la seguridad social,Carlos A. Etala	,9789505087501.0,bidi
Muerte voluntaria,Gisela Farias,9789505087518.0,bidi
Código Civil y leyes complementarias. 11,"Gustavo A. Bono, Fabiana I. Carlucci, María J. Fornari, Jorge R. Hayzus, Aída Kemelmajer de Carlucci, Jorge E. Lavalle Cobo, Fabiana I. Martinelli, Jorge A. Mayo, Mariel F. Molina de Juan, José M. R. Orelle, Alicia Puerta de Chacón, Ricardo D. Rabinovich-",9789505087525.0,bidi
El objeto en las sociedades comerciales,"Mariam S. Aramouni, Alberto Aramouni",9789505087532.0,bidi
Contratación bancaria. 2 tomos,Eduardo A. Barbier,9789505087549.0,bidi
Contratación Bancaria. Tomo I,Eduardo Antonio Barbier,9789505087556.0,bidi
Contratación Bancaria. Tomo II,Eduardo Antonio Barbier,9789505087563.0,bidi
Derechos intelectuales. 13,Editorial Astrea,9789505087570.0,bidi
Derecho del acreedor hipotecario en el proceso concursal,Patricia Ferrer	,9789505087587.0,bidi
Derecho societario. 2 tomos,Orlando M. Muiño,9789505087594.0,bidi
Derecho Societario Tomo 1,Efraín. H. Richard,9789505087600.0,bidi
Derecho Societario Tomo 2,Efraín. H. Richard,9789505087617.0,bidi
Derecho penal. Parte especial. 2 tomos,"Jorge E. Buompadre, Carlos Creus",9789505087648.0,bidi
Manual de derechos reales,"Jorge R. Causse, Gregorio A. Dillon, Claudio M. Kiper, Ricardo J. Papaño",9789505087686.0,bidi
Contrato de seguro,"Julio Báez, Sebastián R. Ghersi, Carlos A. Ghersi, Celia Weingarten",9789505087693.0,bidi
Introducción al análisis del derecho,Carlos S. Nino,9789505087705.0,bidi
Trasplantes de órganos y tejidos,Ricardo D. Rabinovich-Berkman,9789505087723.0,bidi
Ejecución de la pena privativa de la libertad,Carlos E. Edwards,9789505087747.0,bidi
Medidas cautelares,"Roland Arazi, Sergio D. Betchakdjian, Carola Capuano Tomey, Gustavo Daniele, Mario E. Kaminker, Alejandro Kozaczyszyn, Silvia Marré, Beatriz R. Martorello, Sonia R. Medina, Alicia Pérez Carballada, Laura Rodríguez Prada, Analía Romero, Alejandro C. Verdag",9789505087754.0,bidi
Notificaciones procesales y notariales,Jorge H. Lascala,9789505087761.0,bidi
Fuero de atracción en los concursos,Edgardo D. Truffat,9789505087778.0,bidi
Derecho penal tributario y previsional,Roberto E. Spinka,9789505087785.0,bidi
Derechos fundamentales y relaciones laborales,Jorge Rodríguez Mancini,9789505087792.0,bidi
Insinuación al pasivo concursal,Claudio A. Casadío Martínez,9789505087808.0,bidi
Joint venture y sociedad,Sergio Le Pera,9789505087815.0,bidi
Hábeas corpus,Néstor P. Sagües,9789505087822.0,bidi
"Lógica, proposición y norma",Delia T. Echave,9789505087839.0,bidi
Derecho internacional del trabajo,Arturo Bronstein,9789505087846.0,bidi
Derecho civil. Derecho de las sucesiones. 2 tomos,Eduardo A. Zannoni,9789505087907.0,bidi
Derecho agrario,"Fernando, Brebbia y Nancy Malanos ",9789505087914.0,bidi
Ley penal y derecho internacional. 2 tomos,Guillermo J. Fierro,9789505087921.0,bidi
Concurso preventivo y quiebra. 2 tomos,Juan M. Farina,9789505087952.0,bidi
Pérdida de chance de curación,"Rubén A. Chaia, Juan M. Prévôt",9789505087983.0,bidi
Procesos colectivos,Francisco Verbic,9789505087990.0,bidi
Informes comerciales,Pablo A. Palazzi,9789505088003.0,bidi
Protección de testigos y proceso penal,Daniel M. Rudi,9789505088010.0,bidi
Censura judicial y derecho de réplica,Néstor P. Sagües,9789505088027.0,bidi
Malversación de caudales públicos,Manuel A. Bayala Basombrío,9789505088034.0,bidi
Fideicomiso,"Vanina L. Capurro, Natalio P. Etchegaray, María C. Vázquez",9789505088041.0,bidi
Solidaridad laboral en la tercerización,Milton A. Rainolter,9789505088058.0,bidi
Fondo de comercio,Jorge O. Zunino,9789505088065.0,bidi
La prescripción en el derecho penal,Mariano R. La Rosa,9789505088072.0,bidi
Valor de la vida humana,Carlos A. Ghersi,9789505088089.0,bidi
Derecho del trabajo y de la seguridad social. 2 tomos,Claudio S. Virgili,9789505088102.0,bidi
Control externo de sociedades comerciales,Ricardo A. Nissen,9789505088140.0,bidi
Sistemas de distribución comercial,Osvaldo J. Marzorati,9789505088157.0,bidi
Declaración de quiebra,Edgar J. Baracat,9789505088164.0,bidi
Derechos intelectuales. 14,Editorial Astrea,9789505088171.0,bidi
Donaciones,Rubén A. Lamber,9789505088188.0,bidi
Homicidio simple,Omar Breglia Arias,9789505088195.0,bidi
Ley de concursos y quiebras. 2 tomos,Marcelo Gebhardt,9789505088201.0,bidi
Pérdida de chance,Félix A. Trigo Represas,9789505088249.0,bidi
Honorarios judiciales. 2 tomos,Julio F. Passarón,9789505088256.0,bidi
Filosofía del derecho,Leonardo G. Brond,9789505088287.0,bidi
Litigiosidad en la actividad bancaria,Eduardo A. Barbier,9789505088294.0,bidi
Defensa del consumidor y del usuario,Juan M. Farina,9789505088300.0,bidi
Derechos personalísimos,Santos Cifuentes,9789505088348.0,bidi
Perjuicios económicos por muerte. 2 tomos,Matilde M. Zavala de González,9789505088355.0,bidi
Derecho de daños en accidentes de tránsito. 3 tomos,Hernán Daray,9789505088386.0,bidi
Estado de derecho,Jorge R. A. Vanossi,9789505088423.0,bidi
El menor ante el delito,Daniel H. D\'Antonio,9789505088430.0,bidi
Tratado de la prueba. 3 tomos,Enrique M. Falcón,9789505088454.0,bidi
Notificaciones procesales,Alberto L. Maurino,9789505088522.0,bidi
Disminuciones psicofísicas. 2 tomos,Matilde M. Zavala de González,9789505088539.0,bidi
Tratado de derecho penal. Parte especial. 3 tomos,Jorge E. Buompadre,9789505088577.0,bidi
Cheques,Jorge Osvaldo Zunino ,9789505088645.0,bidi
Homicidios agravados,Omar Breglia Arias,9789505088652.0,bidi
Imputabilidad del psicópata,Adrián M. Tenca,9789505088669.0,bidi
Nulidades procesales,Alberto L. Maurino,9789505088676.0,bidi
Prevención de la insolvencia,Marcelo Gebhardt,9789505088683.0,bidi
Conflictos societarios,Roberto A. Muguillo,9789505088690.0,bidi
El recurso ordinario de apelación en el proceso civil. 2 tomos,Roberto G. Loutayf Ranea,9789505088713.0,bidi
Proceso de alimentos,Hernán H. Pagés,9789505088744.0,bidi
Código Procesal Civil y Comercial de la Provincia de Buenos Aires,Carlos E. Fenochietto,9789505088751.0,bidi
Prueba en materia penal,"Gustavo A. Arocena, Fabián I. Balcarce, José D. Cesano",9789505088768.0,bidi
Compendio de derecho procesal constitucional,Néstor P. Sagües,9789505088775.0,bidi
Suspensión del acto administrativo,Néstor L. Montezanti,9789505088782.0,bidi
Derecho de acceso a la información pública,Dolores Lavalle Cobo,9789505088805.0,bidi
Condiciones objetivas de punibilidad,Juan G. Corvalán,9789505088812.0,bidi
Crédito documentario,Alejandro Borda,9789505088829.0,bidi
Código Civil y leyes complementarias. 12,"Gustavo A. Bono, Miguel Á. Emery, Juan M. Farina, María J. Fornari, Aída Kemelmajer de Carlucci, Jorge E. Lavalle Cobo, Eduardo Molina Quiroga, Néstor J. Musto, Alicia Puerta de Chacón, Irene Pujol, Ricardo D. Rabinovich-Berkman, Lidia Viggiola, Eduardo A",9789505088836.0,bidi
Honorarios en sucesiones,Guillermo M. Pesaresi,9789505088843.0,bidi
Práctica del derecho de familia,Eduardo A. Zannoni,9789505088850.0,bidi
Daño moral por muerte,Matilde M. Zavala de González,9789505088867.0,bidi
Dolo eventual,Adrián M. Tenca,9789505088874.0,bidi
Ley de sociedades comerciales. 3 tomos,Ricardo A. Nissen,9789505088966.0,bidi
Código Penal,Omar Breglia Arias,9789505088973.0,bidi
Interés societario,Juan I. Dobson,9789505088980.0,bidi
Derecho civil aplicado,Rubén A. Lamber,9789505088997.0,bidi
Derecho registral inmobiliario,Felipe P. Villaro,9789505089000.0,bidi
Derechos intelectuales. 15,Editorial Astrea,9789505089024.0,bidi
Empresas recuperadas y cooperativas de trabajo,Alejandra N. Tevez,9789505089031.0,bidi
Subasta judicial,Alberto L. Maurino,9789505089048.0,bidi
Juicio abreviado,Diego Del Corral,9789505089055.0,bidi
Financiamiento de la empresa,Alejandro López Tilli,9789505089062.0,bidi
Derecho del trabajo. 3 tomos,"Mario E. Ackerman, Carlos Del Bono, Mario Fera, Gustavo Ferrante, Lorenzo P. Gnecco, Héctor C. Guisado, Roberto Izquierdo, Liliana H. Litterio, Jorge E. Pico, Miguel Á. Pirolo, Luis Ramírez Bosco, Alberto Rimoldi, Jorge Rodríguez Mancini, Diego M. Tosca, ",9789505089086.0,bidi
Descubierto en cuenta corriente bancaria,"Osvaldo A. Raponi, Raúl A. Urtubey",9789505089154.0,bidi
Subasta judicial de bienes registrables,Héctor H. Vitali,9789505089178.0,bidi
Derecho de autoprotección,"Luis R. Llorens, Alicia B. Rajmil",9789505089185.0,bidi
Extinción de las obligaciones por la quiebra,Silvana M. García,9789505089192.0,bidi
Delitos contra el honor,Jorge E. Buompadre,9789505089215.0,bidi
Impedimento de contacto de menores con sus padres no convivientes,Gustavo A. Arocena,9789505089222.0,bidi
Organización constitucional del poder. 2 tomos,Maximiliano Toricelli,9789505089246.0,bidi
Medidas cautelares sobre automotores,Omar L. Diaz Solimine,9789505089284.0,bidi
Derecho notarial aplicado,"Vanina L. Capurro, Natalio P. Etchegaray",9789505089307.0,bidi
Derecho societario aplicado,Alberto Aramouni,9789505089314.0,bidi
Extorsión,Omar Breglia Arias,9789505089321.0,bidi
Daños a la dignidad. 2 tomos,Matilde M. Zavala de González,9789505089338.0,bidi
Límites a las reformas constitucionales,Ignacio Colombo Murúa,9789505089369.0,bidi
Informes del síndico concursal,Claudio A. Casadío Martínez,9789505089376.0,bidi
Prenda con registro,Roberto A. Muguillo,9789505089383.0,bidi
Acuerdo preventivo judicial,Guillermo E. Ribichini,9789505089390.0,bidi
Excepciones en el proceso penal,Adrián M. Tenca,9789505089406.0,bidi
Fideicomiso,Jorge R. Hayzus,9789505089413.0,bidi
Insolvencia transfronteriza,Germán E. Gerbaudo,9789505089420.0,bidi
Manual de derecho procesal del trabajo,"Cecilia M. Murray, Ana M. Otero, Miguel Á. Pirolo",9789505089437.0,bidi
Responsabilidad penal del empresario,Rafael Cúneo Libarona,9789505089444.0,bidi
Insolvencia del consumidor,Hugo A. Anchával,9789505089451.0,bidi
Derecho de las sociedades comerciales. 2 tomos,Juan M. Farina,9789505089468.0,bidi
Plan de estabilización y desarrollo económico (Proyecto de ley),Eduardo R. Conesa,9789505089529.0,bidi
unión extraconyugal y matrimonio homosexual,Gustavo A. Bossert,9789505089536.0,bidi
Recurso de queja,Macarena Quintana,9789505089543.0,bidi
Funcionamiento del directorio,Lisandro A. Allende,9789505089550.0,bidi
Tutela individual homogénea,José M. Salgado,9789505089574.0,bidi
Análisis político criminal,Alberto Binder,9789505089581.0,bidi
El patrimonio del deudor y los derechos del acreedor,"Javier J. Salerno, Marcelo U. Salerno",9789505089598.0,bidi
Daños al ecosistema y al medio ambiente,"Giselle Correa, Sebastián R. Ghersi, Carlos A. Ghersi, Graciela Lovece, Celia Weingarten",9789505089604.0,bidi
Gestión del conflicto penal,"Francisca Cano López, María E. Caram, Teresa M. Del Val, Teresa M. Del Val, Virginia Domingo de la Fuente, María del Luján Echevarría, María D. Finochietti, Pablo D. Moreno, Ramón Sáez Valcárcel, María E. Trebolle",9789505089611.0,bidi
Presupuestos mínimos ambientales,Mario F. Valls,9789505089628.0,bidi
Fianza,Héctor E. Kenny,9789505089635.0,bidi
Resolución parcial del contrato social,Jorge O. Zunino,9789505089659.0,bidi
Daños al proyecto de vida,Osvaldo R. Burgos,9789505089802.0,bidi
Maternidad subrogada,Silvana M. Chiapero,9789505089826.0,bidi
Fuentes del derecho del trabajo. 1,"Ricardo A. Foglia, Lorenzo P. Gnecco, Osvaldo A. Maddaloni, Alberto Rimoldi, Jorge Rodríguez Mancini, Alfonso Santiago (h.), Julio C. Simón, Mario E. Zuretti",9789505089833.0,bidi
Fuentes del derecho del trabajo. 2,"ésar A. Balaguer, Juan Á. Confalonieri (h.), Susana Corradetti, Gerardo Corres, Ricardo A. Foglia, Lorenzo P. Gnecco, Osvaldo A. Maddaloni, Alberto Rimoldi, Jorge Rodríguez Mancini, Julio C. Simón",9789505089840.0,bidi
Manual de derecho penal. Parte especial,Jorge E. Buompadre,9789505089864.0,bidi
Mediación y conciliación,"María A. Aiello de Almeida, Mario de Almeida, Silvio J. Battello, Roberto Montoya González, Iván Ormachea Choque, Jorge Pesqueira Leal, Sonia Tellechea Vera, Oscar Useche Aldana, Walter A. Wright",9789505089871.0,bidi
El derecho como conocimiento,Jorge J. Zaffore,9789505089888.0,bidi
Sistemas normativos,"Carlos E. Alchourrón, Eugenio Bulygin	",9789505089895.0,bidi
Discriminación laboral,Osvaldo M. Samuel,9789505089901.0,bidi
Principio de precaución,Adriana Bestani,9789505089918.0,bidi
Práctica del derecho del trabajo,Hugo R. Mansueti,9789505089932.0,bidi
Discriminación por enfermedad en el derecho laboral,Aurelio J. Fanjul,9789505089956.0,bidi
Derecho procesal penal. 2 tomos,"ulio C. Báez, Pablo Barbirotto, Víctor M. Bedoya, Rubén A. Chaia, Carlos A. Chiara Díaz, Paola Corbetta, Claudio Esquivel, Enzo Finocchiaro, Manuel Freire, Ricardo A. Grisetti, Gustavo A. Herbel, Luis E. Kamada, Ezequiel E. Klass, Mariano R. La Rosa, Silv",9789505089963.0,bidi
Código Aeronáutico,Eduardo N. Balian,9789505089994.0,bidi
Tecnología de los materiales y componentes de uso electrónico.,"Gallardo, Juan Carlos",9789505260768.0,koha
Cambio climático. Un camino hacia la educación ambiental,Enrique César Rodríguez,9789505261581.0,bidi
Tecnología de los materiales y componentes de uso electrónico,Juan Carlos Gallardo,9789505261680.0,bidi
Instalaciones eléctricas en edificios,Néstor Quadri,9789505261697.0,bidi
Locación de obra.,"Gregorini Clusellas, Eduardo L.",9789505272501.0,koha
Locación de servicios y responsabilidades profesionales.,"Gregorini Clusellas, Eduardo L.",9789505275915.0,koha
El derecho de autor en la Argentina :,"Villalba, Carlos A.",9789505275922.0,koha_consulta
Electromedicina.,"Del Aguila, Carlos",9789505281138.0,koha
Electromedicina.,"Del Aguila, Carlos",9789505281138.0,koha_consulta
Diseño de circuitos impresos con PC.,"Hillar, Gastón C.",9789505282265.0,koha
Osciloscopios.,"Amalfa, Salvador",9789505282425.0,koha_consulta
Electromedicina :,"Daneri, Pablo A.",9789505282791.0,koha
Electromedicina :,"Daneri, Pablo A.",9789505282791.0,koha_consulta
Nueva aleación más protectora: ,"Mahmud, Zulema Ángela",9789505323630.0,koha
Las desventuras del conocimiento científico :,"Klimovsky, Gregorio",9789505349739.0,koha
Ciencias Naturales 1. Biología: un enfoque ambiental,"Alberto Onna, Diana Rosenberg",9789505349951.0,bidi
Manual de análisis matemático: :,"Repetto, Celina",9789505371426.0,koha
Manual de análisis matemático: :,"Repetto, Celina",9789505371433.0,koha_consulta
Manual de análisis matemático: :,"Repetto, Celina",9789505371433.0,koha
El sistema de producción de Toyota.,"Monden, Yasuhiro",9789505371679.0,koha
Calidad estratégica total :,"Rico, Rubén Roberto",9789505371938.0,koha
Hacia un modelo de calidad.,"Larios Gutiérrez, Juan José",9789505372256.0,koha
Calidad estratégica total aplicada: T.Q.M. process. Calidad de servicios y acercamiento al cliente.,"Rico, Rubén Roberto",9789505372256.0,koha
Manual de análisis matemático: :,"Repetto, Celina",9789505374120.0,koha
Manual de análisis matemático: :,"Repetto, Celina",9789505374120.0,koha_consulta
Ciencia de la información y relaciones publicas o institucionales :,"Fernandez Escalante, Fernando M.",9789505374762.0,koha
Tratado teórico-práctico de instituciones de derecho privado y de derecho económico.,"Negri, Carlos María",9789505375219.0,koha
Introducción a la cefalometria radiografica.,"Bidegain Pereira, Cléber",9789505450329.0,koha
Herramientas de evaluación en el aula.,"Tenutto, Marta Alicia",9789505502806.0,koha_consulta
Elementos de cálculo diferencial e integral: cálculo diferencial.,"Sadosky, Manuel",9789505530014.0,koha
Elementos de cálculo diferencial e integral: cálculo diferencial.,"Sadosky, Manuel",9789505530014.0,koha_consulta
Termodinámica técnica.,"García, Carlos A.",9789505530106.0,koha_consulta
Termodinámica técnica.,"García, Carlos A.",9789505530106.0,koha
Instalaciones  eléctricas y su mantenimiento :,"Calloni, Juan Carlos",9789505530137.0,koha_consulta
Curso industrial de mantenimiento preventivo.,"Calloni, Juan Carlos",9789505530144.0,koha_consulta
Tecnología mecanica :,"Pezzano, Pascual A.",9789505530182.0,koha_consulta
Introducción a la estática y resistencia de materiales.,"Raffo, César M.",9789505530199.0,koha_consulta
Introducción a la estática y resistencia de materiales.,"Raffo, César M.",9789505530199.0,koha
Elementos de cálculo diferencial e integral: cálculo integral.,"Sadosky, Manuel",9789505530205.0,koha
Problemas de termodinámica técnica.,"García, Carlos A.",9789505530298.0,koha
Problemas de termodinámica técnica.,"García, Carlos A.",9789505530298.0,koha_consulta
Manual de cálculo de :,"Quadri, Néstor Pedro",9789505530311.0,koha_consulta
Instalaciones de aire acondicionado y calefacción.,"Quadri, Néstor Pedro",9789505530342.0,koha
Iluminación natural.,"Savioli, Carlos U.",9789505530397.0,koha_consulta
Medios de representación para profesionales técnicos.,"Alvarez, Graciela",9789505530434.0,koha_consulta
Instalaciones de gas.,"Quadri, Néstor Pedro",9789505530564.0,koha_consulta
Instalaciones de aire acondicionado y calefacción.,"Quadri, Néstor Pedro",9789505530588.0,koha_consulta
Máquinas eléctricas :,"Sobrevila, Marcelo Antonio",9789505530731.0,koha
Instalaciones eléctricas.,"Sobrevila, Marcelo Antonio",9789505531103.0,koha_consulta
Introducción a la electrotecnia.,"Sobrevila, Marcelo Antonio",9789505531257.0,koha
Motores paso a paso.,"Conti, Francisco",9789505531264.0,koha
Instalaciones eléctricas.,"Sobrevila, Marcelo Antonio",9789505531653.0,koha_consulta
Instalaciones eléctricas.,"Sobrevila, Marcelo Antonio",9789505531653.0,koha
Instalaciones en edificios.,"Quadri, Néstor Pedro",9789505531707.0,koha_consulta
Instrumentos y mediciones eléctricas /,"Sobrevila, Marcelo Antonio",9789505532377.0,koha_consulta
Instrumentos y mediciones eléctricas /,"Sobrevila, Marcelo Antonio",9789505532377.0,koha
Instalaciones eléctricas.,"Sobrevila, Marcelo Antonio",9789505532629.0,koha_consulta
Fibrilación - defibrilación cardíaca :,"Valentinuzzi, Max E.",9789505550579.0,koha
Tendencias actuales en cardiología.,"Pérez Baliño, Néstor A.",9789505550852.0,koha
Microbiología Veterinaria,Néstor Oscar Stanchi,9789505554744.0,bidi
Perros de la noche.,"Medina, Enrique",9789505561315.0,koha
La tragedia educativa.,"Jaim Etcheverry, Guillermo",9789505573219.0,koha
"Escribir, leer y aprender en la universidad :","Carlino, Paula",9789505576531.0,koha_consulta
La razón populista,Ernesto Laclau,9789505578955.0,bidi
La intimidad como espectáculo,Paula Sibilia,9789505578962.0,bidi
"El hombre postorgánico. Cuerpo, subjetividad y tecnologías digitales",Paula Sibilia,9789505578979.0,bidi
Vivir con lo nuestro,Aldo Ferrer,9789505578993.0,bidi
Debates y combates,Ernesto Laclau,9789505579273.0,bidi
Memorias y representaciones. Sobre la elaboración del genocidio,Daniel Feierstein,9789505579310.0,bidi
Instalaciones sanitarias y contra incendios en edificios.,"Diaz Dorado, M.D.",9789505624881.0,koha_consulta
Ramón Carrillo :,"Alzugaray, Rodolfo A.",9789505638314.0,koha_consulta
Los algoritmos del dibujo técnico :,"Graffigna, Alberto Bartolome",9789506050108.0,koha
Fisiología comparada del medio interno,José Antonio Coppo,9789506231071.0,bidi
Selección por competencias.,"Alles, Martha",9789506414740.0,koha_consulta
Necesario pero no suficiente /,"Goldratt, Eliyahu M.",9789506415426.0,koha_consulta
Diccionario de competencias. La trilogía. Tomo 1 :,"Alles, Martha",9789506415556.0,koha
Diccionario de términos de Recursos Humanos,Martha Alles,9789506416430.0,bidi
Marketing para instituciones educativas,Juan Manuel Manes,9789506416614.0,bidi
Gestión estratégica para instituciones educativas,Juan Manuel Manes,9789506416669.0,bidi
El valor sistémico de las organizaciones,Enrique Herrscher,9789506416744.0,bidi
Economía para todos,Robert Marcuse,9789506416881.0,bidi
Las 50 herramientas de Recursos Humanos que todo profesional debe conocer,Martha Alles,9789506416898.0,bidi
Por ejemplo,Alberto Levy,9789506416928.0,bidi
Diseño organizativo,Juan José Gilli,9789506416966.0,bidi
Administración. Aprender y actuar,Enrique G. Herrscher,9789506417048.0,bidi
El poder y la acción a través de Comunicación Estratégica,Daniel Scheinsohn,9789506417185.0,bidi
Coaching y liderazgo de equipos,Peter Hawkins,9789506417260.0,bidi
El trabajo en la posmodernidad,Pablo Maison,9789506417703.0,bidi
Dirección de proyectos exitosos :,"Urso, Carlos",9789506417802.0,koha
Desarrollo y coaching de mujeres líderes,Fabiana Gadow,9789506417895.0,bidi
Gestión de la complejidad en las organizaciones,Jorge Etkin,9789506418229.0,bidi
Contabilidad e Inflación,Santiago Lazzati,9789506418281.0,bidi
Elementos de fisiología humana /,"Coviello, Alfredo",9789506550219.0,koha
Modelos matemáticos para todos los niveles.,"Mochón, Simón",9789506738174.0,koha
Del texto a la ecuación :,"Miyara, Alberto",9789506738174.0,koha
Bioética y bioderecho :,"Blanco, Luis Guillermo",9789506793036.0,koha
Hacia una pedagogía crítica de la formación de la identidad posmoderna :,"McLaren, Peter",9789506980009.0,koha_consulta
Hacia una pedagogía crítica de la formación de la identidad posmoderna :,"McLaren, Peter",9789506980009.0,koha
Curriculum universitario siglo XXI.,"Torres, Carlos",9789506980016.0,koha
Curriculum universitario siglo XXI.,"Torres, Carlos",9789506980016.0,koha_consulta
Comunicación y cárcel :,"Rubano, María del Carmen",9789506980108.0,koha
Comunicación y educación :,"Quiróz, María Teresa",9789506980115.0,koha_consulta
Innovación tecnológica en Entre Ríos.,"Lallana, Victor Hugo",9789506980221.0,koha
Módulos de física: :,"Carpio, Agustín",9789506980276.0,koha
La enfermedad de chagas en la provincia de Entre Ríos.,"Arca, Manuel",9789506980283.0,koha
Módulos de física :,"Carpio, Agustín",9789506980337.0,koha
Geopolítica e integración: :,"Villarruel, José",9789506980375.0,koha_consulta
Llegar a viejo :,"Ludi, María del Carmen",9789506980412.0,koha
Los adolescentes y sus padres :,"Facio, Alicia",9789506980450.0,koha
Una pedagogía de la renuncia :,"Kaufmann, Carolina",9789506980467.0,koha_consulta
Sistema de proyectos de extensión :,"Menéndez, Gustavo",9789506980535.0,koha_consulta
Introducción a los estudios universitarios Conociendo la universidad.,"Hraste, María Margarita",9789506980559.0,koha
Reforma universitaria 1918 :,"Stang, María Fernanda",9789506980634.0,koha
Iontoforesis actual.,"Reich, Cristian F.",9789506980665.0,koha
Cultura y crisis :,"Giacaglia, Mirta",9789506980771.0,koha
Método y juego :,"Britos, María del Pilar",9789506980900.0,koha
La sexualidad de los adolescentes :,"Facio, Alicia",9789506980924.0,koha
Plantas cultivadas en el Palacio San José en vida del General Justo José de Urquiza.,"Muñoz, Juan de Dios",9789506981044.0,koha
El campo de la ciencia y tecnología en la UNER :,"Truffer, Isabel B.",9789506981181.0,koha
Hacia los vectores :,"Di Paolo, José",9789506981211.0,koha
Hacia los vectores :,"Di Paolo, José",9789506981211.0,koha_consulta
Crónica entre milenios.,"De Michele, Daniel",9789506981389.0,koha
Introducción a la matemática.,"Colombo, María Mercedes",9789506981648.0,koha_consulta
Introducción a la matemática.,"Colombo, María Mercedes",9789506981648.0,koha
La reinvención de lo político :,"Giaccaglia, Mirta A.",9789506981655.0,koha
Introducción a las señales y los sistemas discretos.,"Milone, Diego Humberto",9789506981730.0,koha_consulta
